,Name,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,n_price
215,Mercedes-Benz New C-Class C250 Avantgarde,16096.08,2010,30500,Petrol,Automatic,First,11.74 kmpl,1796 CC,5.0,62693
216,Audi A8 L 3.0 TDI quattro,68983.2,2012,56000,Diesel,Automatic,First,11.8 kmpl,2967 CC,5.0,132911
217,Hyundai i10 Magna 1.1,4445.58,2012,44000,Petrol,Manual,Second,19.81 kmpl,1086 CC,5.0,9747
218,Skoda Rapid 1.6 MPI AT Style Black Package,13643.34,2017,10500,Petrol,Automatic,First,14.3 kmpl,1598 CC,5.0,31819
219,Skoda Superb Style 1.8 TSI AT,39856.96,2017,26000,Petrol,Automatic,First,14.67 kmpl,1798 CC,5.0,89634
220,Hyundai i20 Active 1.2 SX,12600.93,2018,25166,Petrol,Manual,First,17.19 kmpl,1197 CC,5.0,19964
221,Honda Amaze VX i-DTEC,5365.36,2014,64000,Diesel,Manual,Second,25.8 kmpl,1498 CC,5.0,13420
222,Maruti Wagon R LXI,1916.2,2004,61000,Petrol,Manual,Second,18.9 kmpl,998 CC,5.0,13393
223,Mahindra Verito 1.5 D4 BSIV,5671.95,2013,107000,Diesel,Manual,First,21.03 kmpl,1461 CC,5.0,18796
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,60413.95,2018,29161,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0,116309
225,Maruti Wagon R VXI,4062.34,2013,32000,Petrol,Manual,First,22.5 kmpl,998 CC,5.0,8192
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,13674.0,2015,46173,Diesel,Manual,Second,19.01 kmpl,1461 CC,5.0,24812
227,Maruti Swift VDI BSIV,6285.14,2013,47000,Diesel,Manual,First,17.8 kmpl,1248 CC,5.0,17313
228,Mini Cooper Convertible S,54680.68,2017,26327,Petrol,Automatic,First,16.82 kmpl,1998 CC,4.0,94495
229,Ford Figo Diesel,5518.66,2015,70436,Diesel,Manual,First,22.7 kmpl,1498 CC,5.0,18565
230,Tata Indica V2 DLS BSII,1303.02,2007,200000,Diesel,Manual,Second,17.2 kmpl,1396 CC,5.0,25154
231,Chevrolet Beat LT,5089.43,2016,60813,Petrol,Manual,Second,18.6 kmpl,1199 CC,5.0,11755
232,Volkswagen Polo Diesel Comfortline 1.2L,5518.66,2012,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,5.0,10388
233,Maruti Swift ZDi,10424.13,2016,64000,Diesel,Manual,First,22.9 kmpl,1248 CC,5.0,20287
234,Ford Figo Diesel EXI,3832.4,2012,41284,Diesel,Manual,First,20.0 kmpl,1399 CC,5.0,20671
235,Toyota Innova Crysta 2.8 GX AT,30107.33,2019,14165,Diesel,Automatic,First,11.36 kmpl,2755 CC,7.0,64129
236,Hyundai Santa Fe 4x4 AT,10730.72,2011,67000,Diesel,Automatic,Second,11.72 kmpl,2199 CC,7.0,62345
237,Honda City i-VTEC V,5932.56,2011,32572,Petrol,Manual,First,17.4 kmpl,1497 CC,5.0,21636
238,Hyundai i20 1.2 Magna Executive,9611.66,2018,14960,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0,15028
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,27777.24,2015,55980,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0,90552
240,Chevrolet Beat Diesel LT,4062.34,2013,74000,Diesel,Manual,First,25.44 kmpl,936 CC,5.0,9997
241,Hyundai i20 Sportz 1.4 CRDi,11037.31,2015,56847,Diesel,Manual,First,22.54 kmpl,1396 CC,5.0,22575
242,Toyota Innova 2.5 Z Diesel 7 Seater,21921.33,2015,121374,Diesel,Manual,First,12.99 kmpl,2494 CC,7.0,53105
243,Maruti Ertiga VDI,10577.42,2013,52000,Diesel,Manual,First,20.77 kmpl,1248 CC,7.0,21810
244,Toyota Innova 2.5 V Diesel 7-seater,16479.32,2014,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,7.0,45844
245,Hyundai Santro Xing XO eRLX Euro II,1456.31,2007,72000,Petrol,Manual,Third,17.0 kmpl,1086 CC,5.0,12004
246,Honda City i VTEC V,12401.65,2016,33915,Petrol,Manual,First,17.8 kmpl,1497 CC,5.0,25640
247,BMW X1 sDrive20d,28359.76,2014,82002,Diesel,Automatic,First,17.05 kmpl,1995 CC,5.0,80196
248,Hyundai Grand i10 CRDi Era,7281.56,2017,33000,Diesel,Manual,First,24.0 kmpl,1120 CC,5.0,13142
249,Maruti Ciaz 1.3 Alpha,12953.51,2016,34000,Diesel,Manual,First,28.09 kmpl,1248 CC,5.0,22388
250,Skoda Rapid Leisure 1.6 TDI MT,5365.36,2012,55000,Diesel,Manual,First,20.5 kmpl,1598 CC,5.0,23867
251,Hyundai Accent CRDi,2759.33,2006,160538,Diesel,Manual,First,13.1 kmpl,1493 CC,5.0,22522
252,Volkswagen Polo GT 1.5 TDI,5671.95,2014,60000,Diesel,Manual,Second,19.91 kmpl,1498 CC,5.0,20153
253,Honda Jazz 1.2 VX i VTEC,10991.32,2017,49575,Petrol,Manual,First,18.7 kmpl,1199 CC,5.0,17191
254,Hyundai i10 Era,2682.68,2010,83000,Petrol,Manual,First,19.81 kmpl,1086 CC,5.0,10864
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,33709.79,2018,51346,Diesel,Automatic,First,16.38 kmpl,1995 CC,5.0,72111
256,Toyota Innova Crysta 2.4 ZX MT,28589.7,2017,43000,Diesel,Manual,First,13.68 kmpl,2393 CC,7.0,40322
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,2835.98,2011,35000,Petrol,Manual,Third,19.7 kmpl,796 CC,5.0,7750
258,Maruti Swift VXI BSIV,9121.11,2017,27872,Petrol,Manual,Second,20.4 kmpl,1197 CC,5.0,14531
259,Hyundai Grand i10 Magna,5748.6,2014,16514,Petrol,Manual,First,18.9 kmpl,1197 CC,5.0,11581
260,Maruti Swift VDI,5748.6,2012,120000,Diesel,Manual,First,22.9 kmpl,1248 CC,5.0,15593
261,Hyundai Verna CRDi 1.6 SX,3985.7,2008,143275,Diesel,Manual,First,22.0 kmpl,1582 CC,5.0,19376
262,Hyundai Santro Xing XL,2682.68,2006,99000,Petrol,Manual,First,14.1 kmpl,1086 CC,5.0,11032
263,Hyundai i20 1.2 Sportz,4292.29,2010,52000,Petrol,Manual,First,17.0 kmpl,1197 CC,5.0,13844
264,Mercedes-Benz GLE 350d,93955.12,2017,29819,Diesel,Automatic,First,11.57 kmpl,2987 CC,5.0,165793
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,27593.28,2014,57000,Diesel,Manual,Second,15.8 kmpl,2148 CC,5.0,41603
266,Maruti Ritz ZDi,6668.38,2014,88500,Diesel,Manual,First,23.2 kmpl,1248 CC,5.0,17456
267,Hyundai Creta 1.6 CRDi SX,21078.2,2016,28000,Diesel,Manual,First,19.67 kmpl,1582 CC,5.0,37061
268,Maruti A-Star Vxi,3065.92,2010,67000,Petrol,Manual,First,19.0 kmpl,998 CC,5.0,9755
269,Renault Duster 110PS Diesel RXZ Option,15329.6,2016,26000,Diesel,Manual,First,19.64 kmpl,1461 CC,5.0,23887
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),2529.38,2010,120000,Diesel,Manual,First,17.8 kmpl,1248 CC,5.0,19706
271,BMW X3 xDrive30d M Sport,70163.58,2017,51982,Diesel,Automatic,First,16.55 kmpl,2993 CC,5.0,107425
272,Hyundai i10 Sportz,4982.12,2010,36000,Petrol,Manual,Second,20.36 kmpl,1197 CC,5.0,11766
273,Toyota Innova 2.5 G4 Diesel 7-seater,19621.89,2016,47000,Diesel,Manual,First,12.8 kmpl,2494 CC,7.0,42417
274,Maruti Zen VXI BSII,843.13,2002,60000,Petrol,Manual,Third,17.3 kmpl,993 CC,5.0,12289
275,Maruti Swift VDI,10960.66,2018,31025,Diesel,Manual,First,28.4 kmpl,1248 CC,5.0,20512
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,10730.72,2013,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,8.0,42774
277,Tata Zest Quadrajet 1.3 75PS XE,5748.6,2017,121900,Diesel,Manual,First,22.95 kmpl,1248 CC,5.0,15156
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,13030.16,2017,22695,Petrol,Manual,First,18.88 kmpl,999 CC,5.0,16900
279,Maruti Swift Dzire ZDI,6668.38,2012,73000,Diesel,Manual,First,23.4 kmpl,1248 CC,5.0,17341
280,Maruti Alto 800 LXI,4997.45,2016,32227,Petrol,Manual,First,22.74 kmpl,796 CC,5.0,7737
281,Honda City 1.5 S MT,6453.76,2011,55000,Petrol,Manual,First,17.0 kmpl,1497 CC,5.0,22189
282,Audi Q7 3.0 TDI Quattro Technology,107859.07,2018,11287,Diesel,Automatic,First,12.07 kmpl,2967 CC,7.0,46723
283,Skoda Laura 1.9 TDI AT Ambiente,4522.23,2009,48000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,5.0,35227
284,Hyundai Verna 1.6 SX VTVT (O),6561.07,2012,54308,Petrol,Manual,First,17.1 kmpl,1591 CC,5.0,23921
285,Honda City 1.5 V AT,5472.67,2009,78442,Petrol,Automatic,First,16.8 kmpl,1497 CC,5.0,25124
286,Hyundai i20 Magna Optional 1.4 CRDi,4767.51,2013,46000,Diesel,Manual,First,21.9 kmpl,1396 CC,5.0,16215
287,Hyundai i20 Sportz AT 1.4,9136.44,2014,45051,Petrol,Automatic,First,15.0 kmpl,1396 CC,5.0,25455
288,Volkswagen Vento Diesel Highline,7204.91,2011,69000,Diesel,Manual,First,20.54 kmpl,1598 CC,5.0,29124
289,Honda City i VTEC VX,10577.42,2014,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,5.0,25193
290,Tata Zest Quadrajet 1.3 75PS XE,8048.04,2018,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,5.0,17751
291,BMW 5 Series 2003-2012 520d,42922.88,2015,64000,Diesel,Automatic,First,18.48 kmpl,1995 CC,5.0,111680
292,Maruti Wagon R LXI Minor,2069.5,2009,60000,Petrol,Manual,First,18.9 kmpl,1061 CC,5.0,9030
293,Honda Jazz VX,7434.86,2015,62178,Petrol,Manual,First,18.2 kmpl,1199 CC,5.0,13815
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,10270.83,2012,58006,Diesel,Manual,First,15.0 kmpl,1896 CC,5.0,37392
295,Hyundai i10 Magna 1.2,4752.18,2010,74000,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0,12796
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,28574.37,2015,77771,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0,95431
297,Hyundai i10 Magna 1.2 iTech SE,4292.29,2012,45275,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0,11030
298,Toyota Innova Crysta 2.4 ZX MT,31042.44,2016,48000,Diesel,Manual,First,13.68 kmpl,2393 CC,7.0,39616
299,Audi A6 2011-2015 2.0 TDI Technology,41052.67,2015,31652,Diesel,Automatic,First,17.68 kmpl,1968 CC,5.0,118970
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,12662.25,2010,109000,Diesel,Manual,Second,12.99 kmpl,2494 CC,7.0,45894
301,Volkswagen Polo Petrol Trendline 1.2L,5963.21,2015,31978,Petrol,Manual,First,16.47 kmpl,1198 CC,5.0,13529
302,Maruti Alto K10 LXI,3219.22,2011,70000,Petrol,Manual,First,20.92 kmpl,998 CC,5.0,10727
303,Honda City i-VTEC CVT ZX,19453.26,2017,15000,Petrol,Automatic,First,18.0 kmpl,1497 CC,5.0,34645
304,Tata Indigo LX,3955.04,2013,59138,Diesel,Manual,First,17.0 kmpl,1405 CC,5.0,20924
305,Audi A6 2011-2015 2.0 TDI Premium Plus,31839.58,2014,61726,Diesel,Automatic,First,17.68 kmpl,1968 CC,5.0,93939
306,Mercedes-Benz GLA Class 200 CDI SPORT,31057.77,2015,48000,Diesel,Automatic,First,17.9 kmpl,2143 CC,5.0,86437
307,Hyundai Santro Xing XL,2299.44,2006,58000,Petrol,Manual,Second,14.5 kmpl,1086 CC,5.0,11486
308,Maruti Swift VDI BSIV,3832.4,2011,60020,Diesel,Manual,First,17.8 kmpl,1248 CC,5.0,18270
309,Maruti Celerio VXI AT,6515.08,2014,77815,Petrol,Automatic,First,23.1 kmpl,998 CC,5.0,12347
310,Mercedes-Benz GLE 250d,87378.72,2017,29000,Diesel,Automatic,First,17.9 kmpl,2143 CC,5.0,138411
311,Land Rover Range Rover HSE Dynamic,67450.24,2017,44000,Diesel,Automatic,First,12.7 kmpl,2179 CC,5.0,119199
312,Volkswagen Vento Diesel Trendline,5595.3,2011,108626,Diesel,Manual,First,20.54 kmpl,1598 CC,5.0,25425
313,Maruti Omni 8 Seater BSIV,3142.57,2012,71791,Petrol,Manual,First,14.0 kmpl,796 CC,5.0,7293
314,Honda Brio 1.2 VX MT,4798.16,2012,91931,Petrol,Manual,First,18.5 kmpl,1198 CC,5.0,13735
315,Tata Sumo Delux,2299.44,2000,158000,Diesel,Manual,Second,14.07 kmpl,2956 CC,7.0,9910
316,Tata Indica Vista Aura 1.3 Quadrajet,4368.94,2012,91183,Diesel,Manual,First,18.0 kmpl,1248 CC,5.0,17992
317,Maruti Wagon R LXI BS IV,4062.34,2012,65000,Petrol,Manual,First,18.9 kmpl,998 CC,5.0,9687
318,Mahindra XUV500 W8 4WD,16249.38,2015,88428,Diesel,Manual,First,16.0 kmpl,2179 CC,7.0,38970
319,Tata Indigo LS Dicor,1916.2,2008,138000,Diesel,Manual,Second,17.1 kmpl,1396 CC,5.0,19721
320,Maruti Ertiga Paseo VXI,12646.92,2018,18000,Petrol,Manual,First,16.02 kmpl,1373 CC,7.0,25588
321,Honda Accord 2.4 A/T,6821.67,2011,60000,Petrol,Automatic,First,11.7 kmpl,2354 CC,5.0,42886
322,Maruti Swift Dzire VDi,5671.95,2012,48000,Diesel,Manual,First,19.3 kmpl,1248 CC,5.0,15786
323,Ford Fiesta EXi 1.4 TDCi Ltd,4292.29,2009,160000,Diesel,Manual,First,17.8 kmpl,1399 CC,5.0,23550
324,Honda City ZX GXi,2759.33,2008,40000,Petrol,Manual,First,17.7 kmpl,1497 CC,5.0,20236
325,Audi A6 2011-2015 2.0 TDI Premium Plus,33648.47,2014,51495,Diesel,Automatic,First,17.68 kmpl,1968 CC,5.0,99739
326,BMW 6 Series 640d Gran Coupe,75115.04,2011,30000,Diesel,Automatic,First,9.52 kmpl,2993 CC,4.0,137389
327,Audi Q7 45 TDI Quattro Technology,96070.6,2017,97430,Diesel,Automatic,First,14.75 kmpl,2967 CC,7.0,138210
328,Maruti Zen Estilo LXI Green (CNG),2146.14,2008,42496,CNG,Manual,First,26.3 kmpl,998 CC,5.0,9539
329,Hyundai i20 1.4 CRDi Asta,8431.28,2012,83000,Diesel,Manual,First,23.0 kmpl,1396 CC,5.0,20717
330,Hyundai i10 Sportz AT,4522.23,2009,37000,Petrol,Automatic,Third,16.95 kmpl,1197 CC,5.0,17307
331,Honda Jazz 1.2 V CVT i VTEC,10516.11,2016,28503,Petrol,Automatic,First,19.0 kmpl,1199 CC,5.0,16508
332,Maruti Swift VDI BSIV,9427.7,2015,76496,Diesel,Manual,First,25.2 kmpl,1248 CC,5.0,18697
333,Hyundai i20 Asta 1.2,5058.77,2011,79152,Petrol,Manual,Second,18.5 kmpl,1197 CC,5.0,13664
334,Volkswagen Polo Petrol Comfortline 1.2L,3909.05,2011,32000,Petrol,Manual,First,16.47 kmpl,1198 CC,5.0,13827
335,Maruti Alto LXi,2299.44,2009,35000,Petrol,Manual,First,19.7 kmpl,796 CC,5.0,8488
336,Toyota Corolla H4,3832.4,2004,105000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,5.0,60259
337,Maruti Alto LXi,2146.14,2006,56000,Petrol,Manual,Second,19.7 kmpl,796 CC,5.0,9063
338,Tata Manza ELAN Quadrajet BS IV,5212.06,2012,73000,Diesel,Manual,First,21.12 kmpl,1248 CC,5.0,14589
339,Maruti Alto LXi,3449.16,2012,38000,Petrol,Manual,First,19.7 kmpl,796 CC,5.0,7684
340,Skoda Octavia Ambition Plus 2.0 TDI AT,11497.2,2013,775000,Diesel,Automatic,First,19.3 kmpl,1968 CC,5.0,50813
341,Toyota Corolla H4,4292.29,2008,80000,Petrol,Automatic,First,11.3 kmpl,1794 CC,5.0,45998
342,Hyundai i20 Asta Option 1.2,11742.47,2016,24973,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0,16992
343,Maruti Vitara Brezza LDi,10960.66,2016,45000,Diesel,Manual,First,24.3 kmpl,1248 CC,5.0,20436
344,Honda City 1.5 V MT,5365.36,2010,87430,Petrol,Manual,First,17.0 kmpl,1497 CC,5.0,22576
345,Tata Indica Vista Aqua 1.3 Quadrajet,5365.36,2014,133944,Diesel,Manual,Second,18.0 kmpl,1248 CC,5.0,18698
346,Honda Amaze S i-Dtech,5288.71,2013,57000,Diesel,Manual,First,25.8 kmpl,1498 CC,5.0,14744
347,Hyundai EON D Lite Plus,5442.01,2016,27904,Petrol,Manual,First,21.1 kmpl,814 CC,5.0,7756
348,BMW 3 Series Luxury Line,39841.63,2015,30717,Diesel,Automatic,Second,21.76 kmpl,1995 CC,5.0,83277
349,Hyundai Verna 1.6 SX,8048.04,2012,80000,Diesel,Manual,First,22.32 kmpl,1582 CC,5.0,23115
350,Tata Manza Club Class Quadrajet90 LS,4445.58,2013,47304,Diesel,Manual,First,21.02 kmpl,1248 CC,5.0,14482
351,Skoda Octavia RS,3142.57,2005,100000,Petrol,Automatic,First,14.45 kmpl,1984 CC,5.0,67585
352,Maruti Alto K10 VXI,5748.6,2017,30000,Petrol,Manual,First,24.07 kmpl,998 CC,5.0,10989
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,10347.48,2014,68000,Diesel,Manual,First,22.7 kmpl,1498 CC,5.0,22406
354,Chevrolet Spark 1.0 LS,1456.31,2011,21000,Petrol,Manual,Second,18.0 kmpl,995 CC,5.0,9601
355,Jaguar XF 2.0 Diesel Portfolio,79713.92,2017,21000,Diesel,Automatic,First,19.33 kmpl,1999 CC,5.0,134322
356,Honda CR-V RVi MT,5993.87,2007,119000,Petrol,Manual,Third,13.1 kmpl,1997 CC,5.0,46590
357,Skoda Superb L&K 1.8 TSI AT,41849.81,2019,13747,Petrol,Automatic,First,14.67 kmpl,1798 CC,5.0,101622
358,Hyundai i10 Magna 1.2,4138.99,2009,620000,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0,14558
359,Maruti Swift LDI,5365.36,2013,70000,Diesel,Manual,First,22.9 kmpl,1248 CC,5.0,15301
360,Maruti Swift Dzire VXi AT,9504.35,2016,18000,Petrol,Automatic,First,18.5 kmpl,1197 CC,5.0,16650
361,Nissan Micra Diesel XV,4215.64,2011,83000,Diesel,Manual,First,23.08 kmpl,1461 CC,5.0,20369
362,Maruti Swift Dzire Tour LDI,4982.12,2015,130000,Diesel,Manual,First,23.4 kmpl,1248 CC,5.0,15582
363,Ford Fiesta Classic 1.4 Duratorq CLXI,4982.12,2012,63400,Diesel,Manual,First,17.8 kmpl,1399 CC,5.0,21964
364,Maruti Zen LX,996.42,2003,65000,Petrol,Manual,First,17.3 kmpl,993 CC,5.0,14595
365,Mini Clubman Cooper S,53653.6,2017,8350,Petrol,Manual,First,13.8 kmpl,1998 CC,5.0,76549
366,Toyota Etios GD,4982.12,2014,45000,Diesel,Manual,First,23.59 kmpl,1364 CC,5.0,18358
367,Maruti Alto 800 2016-2019 LXI,4445.58,2018,26200,Petrol,Manual,First,24.7 kmpl,796 CC,5.0,7481
368,Maruti Alto VXi,4445.58,2011,11000,Petrol,Manual,Third,18.9 kmpl,796 CC,5.0,7628
369,BMW X5 3.0d,27210.04,2009,90000,Diesel,Automatic,Second,11.0 kmpl,2993 CC,5.0,45937
370,Nissan Teana XV,12646.92,2015,74000,Petrol,Automatic,Second,11.07 kmpl,2496 CC,5.0,65786
371,Hyundai Grand i10 AT Asta,8845.18,2015,37081,Petrol,Automatic,First,18.9 kmpl,1197 CC,5.0,16202
372,Maruti Vitara Brezza ZDi Plus,14547.79,2017,39000,Diesel,Manual,First,24.3 kmpl,1248 CC,5.0,23872
373,Audi Q7 3.0 TDI Quattro Premium Plus,19851.83,2008,99000,Diesel,Automatic,Third,12.07 kmpl,2967 CC,7.0,41952
374,Mercedes-Benz GLA Class 200 CDI,30659.2,2015,38000,Diesel,Automatic,First,17.9 kmpl,2143 CC,5.0,82633
375,Maruti 800 AC,1532.96,2007,72000,Petrol,Manual,Third,16.1 kmpl,796 CC,4.0,9688
376,Renault Duster 85PS Diesel RxL,10884.02,2015,93000,Diesel,Manual,Second,20.45 kmpl,1461 CC,5.0,23147
377,Toyota Corolla Altis D-4D GL,25293.84,2017,5900,Diesel,Manual,First,21.43 kmpl,1364 CC,5.0,41451
378,Mercedes-Benz New C-Class 220,39856.96,2014,25000,Diesel,Manual,First,15.8 kmpl,2148 CC,5.0,44034
379,Maruti Ritz VDi,4905.47,2010,68000,Diesel,Manual,Second,21.1 kmpl,1248 CC,5.0,15323
380,Honda BRV i-VTEC V CVT,14532.46,2017,35676,Petrol,Automatic,First,16.0 kmpl,1497 CC,7.0,22416
381,Hyundai Xcent 1.1 CRDi Base,6131.84,2015,74310,Diesel,Manual,First,24.4 kmpl,1120 CC,5.0,11746
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,40623.44,2014,59364,Diesel,Automatic,First,14.21 kmpl,2143 CC,5.0,89742
383,Mercedes-Benz B Class B180,18042.94,2014,41380,Petrol,Automatic,Second,14.8 kmpl,1595 CC,5.0,46572
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,56719.52,2017,33900,Diesel,Automatic,First,15.0 kmpl,2143 CC,5.0,104655
385,Honda City i VTEC VX Option,13413.4,2016,28000,Petrol,Manual,First,17.8 kmpl,1497 CC,5.0,25736
386,Hyundai Santro Xing XL eRLX Euro III,2989.27,2007,50958,Petrol,Manual,First,17.0 kmpl,1086 CC,5.0,12139
387,Honda City 1.5 S MT,5748.6,2011,93982,Petrol,Manual,First,17.0 kmpl,1497 CC,5.0,21855
388,Hyundai Verna Transform VTVT,3832.4,2010,95000,Petrol,Manual,First,16.2 kmpl,1599 CC,5.0,25738
389,Jaguar XE Portfolio,52887.12,2017,9000,Petrol,Automatic,First,13.5 kmpl,1999 CC,5.0,102523
390,Honda Amaze S i-Vtech,7128.26,2015,52516,Petrol,Manual,First,18.0 kmpl,1198 CC,5.0,14036
391,Mini Cooper Convertible 1.6,49054.72,2015,20000,Petrol,Automatic,First,18.86 kmpl,1598 CC,4.0,58491
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,96285.22,2017,56451,Diesel,Automatic,First,13.5 kmpl,2987 CC,5.0,153714
393,Hyundai EON Magna Plus,4982.12,2014,37000,Petrol,Manual,First,21.1 kmpl,814 CC,5.0,7409
394,Maruti Wagon R VXI BS IV,4752.18,2014,17400,Petrol,Manual,First,20.51 kmpl,998 CC,5.0,10203
395,Maruti Ritz LDi,5993.87,2011,90207,Diesel,Manual,First,21.1 kmpl,1248 CC,5.0,17254
396,BMW 3 Series 320d Sedan,16862.56,2011,89616,Diesel,Automatic,First,16.07 kmpl,1995 CC,5.0,68764
397,Tata Xenon XT EX 4X2,5365.36,2014,85000,Diesel,Manual,First,13.49 kmpl,2179 CC,5.0,21837
398,Audi A3 35 TDI Attraction,25293.84,2014,79271,Diesel,Automatic,First,20.38 kmpl,1968 CC,5.0,97104
399,Land Rover Range Rover 2.2L Dynamic,45988.8,2012,56000,Diesel,Automatic,First,12.7 kmpl,2179 CC,5.0,101116
400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,42922.88,2010,85001,Diesel,Automatic,Second,12.0 kmpl,2987 CC,7.0,26618
401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,42922.88,2018,12000,Diesel,Automatic,First,13.5 kmpl,2477 CC,7.0,71850
402,Maruti Alto LX,1410.32,2010,125000,Petrol,Manual,First,19.7 kmpl,796 CC,5.0,9091
403,Maruti Wagon R LXI BSIII,4215.64,2013,53000,Petrol,Manual,First,14.0 kmpl,1061 CC,5.0,9242
404,Land Rover Range Rover 2.2L Prestige,82519.24,2017,34990,Diesel,Automatic,First,12.7 kmpl,2179 CC,5.0,138893
405,Hyundai Verna 1.6 SX VTVT,7588.15,2011,49768,Petrol,Manual,Second,17.01 kmpl,1591 CC,5.0,25047
406,BMW 5 Series 525d Sedan,51354.16,2013,56000,Diesel,Automatic,First,16.73 kmpl,2993 CC,5.0,88051
407,Jaguar XF Diesel,42846.23,2013,75000,Diesel,Automatic,First,14.74 kmpl,2993 CC,5.0,71324
408,Skoda Superb Elegance 1.8 TSI AT,11113.96,2010,57000,Petrol,Automatic,First,13.7 kmpl,1798 CC,5.0,47972
409,Audi Q3 35 TDI Quattro Premium,39412.4,2017,37542,Diesel,Automatic,First,15.73 kmpl,1968 CC,5.0,81743
410,Land Rover Range Rover 2.2L Pure,45482.92,2014,95649,Diesel,Automatic,First,12.7 kmpl,2179 CC,5.0,106214
411,Mercedes-Benz New C-Class 220 CDI AT,29126.24,2013,35299,Diesel,Automatic,First,14.84 kmpl,2143 CC,5.0,73522
412,Mahindra Scorpio S10 4WD,20005.13,2017,28464,Diesel,Manual,First,15.4 kmpl,2179 CC,7.0,32422
413,BMW 3 Series Luxury Line,39090.48,2015,41000,Diesel,Automatic,First,21.76 kmpl,1995 CC,5.0,87923
414,Honda BR-V i-VTEC S MT,13030.16,2017,9000,Petrol,Manual,First,15.4 kmpl,1497 CC,7.0,21935
415,Volvo S80 2006-2013 D5,11113.96,2010,92098,Diesel,Automatic,Second,16.0 kmpl,2400 CC,5.0,55074
416,Hyundai Accent GLE,1226.37,2005,5834,Petrol,Manual,First,13.2 kmpl,1495 CC,5.0,23767
417,Hyundai i20 Active SX Petrol,10577.42,2017,40250,Petrol,Manual,First,17.19 kmpl,1197 CC,5.0,18615
418,Mercedes-Benz GLC 43 AMG Coupe,108824.83,2018,22397,Petrol,Automatic,First,11.5 kmpl,2996 CC,5.0,62662
419,Hyundai EON Magna Plus,3449.16,2015,20800,Petrol,Manual,Second,21.1 kmpl,814 CC,5.0,6400
420,Hyundai Grand i10 SportZ Edition,8431.28,2018,40322,Petrol,Manual,First,18.9 kmpl,1197 CC,5.0,14084
421,Honda City 1.5 EXI S,6668.38,2013,52576,Petrol,Manual,First,13.0 kmpl,1493 CC,5.0,18363
422,Volkswagen Polo Petrol Trendline 1.2L,3449.16,2010,55000,Petrol,Manual,First,16.47 kmpl,1198 CC,5.0,13656
423,Audi A6 35 TFSI Matrix,37557.52,2016,47000,Petrol,Automatic,First,15.26 kmpl,1798 CC,5.0,79283
424,Volkswagen Jetta 2007-2011 1.9 L TDI,8354.63,2010,42021,Diesel,Manual,First,16.5 kmpl,1968 CC,5.0,24172
425,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,18441.51,2017,23163,Petrol,Manual,First,15.29 kmpl,1591 CC,5.0,32206
426,Mercedes-Benz New C-Class C 200 CGI Avantgarde,13030.16,2011,50000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,5.0,56730
427,Mini Cooper Convertible S,43689.36,2014,11900,Petrol,Automatic,First,16.82 kmpl,1998 CC,4.0,87564
428,Hyundai Santro Xing XO eRLX Euro II,1839.55,2006,108000,Petrol,Manual,Second,17.0 kmpl,1086 CC,5.0,11556
429,Toyota Etios VD,8814.52,2013,37000,Diesel,Manual,First,23.59 kmpl,1364 CC,5.0,21670
430,Honda Brio S MT,4905.47,2014,30000,Petrol,Manual,Second,19.4 kmpl,1198 CC,5.0,10558
